epoch,lr-Adam,step,test_auroc,test_f1_score,test_f_beta,test_loss_epoch,test_loss_step,test_mcc,train_f1_score,train_f_beta,train_loss_epoch,train_loss_step,train_mcc,val_auroc,val_f1_score,val_f_beta,val_loss_epoch,val_loss_step,val_mcc
,,239,,,,,,,,,,,,,,,,6.1839599609375,
,,240,,,,,,,,,,,,,,,,5.16650390625,
,,241,,,,,,,,,,,,,,,,2.3617935180664062,
3,,1079,,,,,,,,,,,,0.7014963030815125,0.5163519382476807,0.5163519382476807,1.360623836517334,,0.3521021008491516
3,,1079,,,,,,,0.6833356022834778,0.6833356022834778,0.6779463887214661,,0.5343227982521057,,,,,,
,0.0009890847265665358,1080,,,,,,,,,,,,,,,,,
4,,1089,,,,,,,,,,0.6987996101379395,,,,,,,
4,,1099,,,,,,,,,,0.652748167514801,,,,,,,
4,,1109,,,,,,,,,,0.7337846755981445,,,,,,,
4,,1119,,,,,,,,,,0.5782041549682617,,,,,,,
4,,1129,,,,,,,,,,0.7342901229858398,,,,,,,
4,,1139,,,,,,,,,,0.6710126399993896,,,,,,,
4,,1149,,,,,,,,,,0.6217474937438965,,,,,,,
4,,1159,,,,,,,,,,0.6225051879882812,,,,,,,
4,,1169,,,,,,,,,,0.7793849110603333,,,,,,,
4,,1179,,,,,,,,,,0.6523656845092773,,,,,,,
4,,1189,,,,,,,,,,0.6697463989257812,,,,,,,
4,,1199,,,,,,,,,,0.7091255187988281,,,,,,,
4,,1209,,,,,,,,,,0.7551302909851074,,,,,,,
4,,1219,,,,,,,,,,0.6127598285675049,,,,,,,
4,,1229,,,,,,,,,,0.7175436019897461,,,,,,,
4,,1239,,,,,,,,,,0.6289217472076416,,,,,,,
4,,1249,,,,,,,,,,0.6791172027587891,,,,,,,
4,,1259,,,,,,,,,,0.7157883644104004,,,,,,,
4,,1269,,,,,,,,,,0.5459752082824707,,,,,,,
4,,1279,,,,,,,,,,0.7013238668441772,,,,,,,
4,,1289,,,,,,,,,,0.6517823338508606,,,,,,,
4,,1299,,,,,,,,,,0.7334203720092773,,,,,,,
4,,1309,,,,,,,,,,0.6813753843307495,,,,,,,
4,,1319,,,,,,,,,,0.7708146572113037,,,,,,,
